wos_subject,ds_subject,mag_subject,count
Environmental Sciences,,Engineering,20
"Computer Science, Interdisciplinary Applications",Information and Computing Sciences;Technology,Computer science,20
"Computer Science, Software Engineering",Engineering;Information and Computing Sciences,Computer science,20
"Public, Environmental & Occupational Health",Engineering,Engineering,20
Cardiac & Cardiovascular Systems,Medical and Health Sciences,Medicine,20
,Economics;Mathematical Sciences,,19
,Earth Sciences,Geology,19
Economics,,Sociology,19
Mechanics,Mathematical Sciences,Mathematics,19
Mathematical & Computational Biology,Mathematical Sciences,,19
Logic,,Philosophy,19
Mathematical & Computational Biology,Biological Sciences,Computer science,19
Statistics & Probability,Information and Computing Sciences,Computer science,19
Mathematical & Computational Biology,Engineering,Computer science,19
Gerontology,,Medicine,19
Automation & Control Systems,Engineering;Information and Computing Sciences;Mathematical Sciences,Engineering,19
"Computer Science, Software Engineering",Technology,Computer science,19
"Engineering, Electrical & Electronic",Engineering;Physical Sciences;Technology,Physics,19
"Engineering, Geological",,Materials science,19
Agricultural Engineering,Information and Computing Sciences,Computer science,19
Geochemistry & Geophysics,,Physics,19
"Engineering, Electrical & Electronic",Information and Computing Sciences;Medical and Health Sciences,Computer science,19
Public Administration,,Economics,19
Automation & Control Systems,Engineering;Information and Computing Sciences;Physical Sciences,Mathematics,19
Forestry,Information and Computing Sciences,Biology,19
Evolutionary Biology,Biological Sciences,Biology,19
Immunology,,Biology,19
"Engineering, Biomedical",Information and Computing Sciences;Mathematical Sciences,Computer science,19
Environmental Sciences,Economics;Engineering,Geology,19
"Computer Science, Interdisciplinary Applications",Engineering;Information and Computing Sciences,Medicine,19
Rehabilitation,Medical and Health Sciences,Psychology,19
Biochemical Research Methods,Physical Sciences,Computer science,19
International Relations,,Political science,19
Biochemical Research Methods,Biological Sciences,Medicine,19
"Computer Science, Information Systems",,Physics,19
Orthopedics,Engineering,,19
Energy & Fuels,,Mathematics,19
"Computer Science, Artificial Intelligence",Medical and Health Sciences,,19
"Physics, Fluids & Plasmas",,Mathematics,19
"Geography, Physical",Engineering,Geology,19
"Engineering, Environmental",Engineering,Chemistry,19
,Engineering;Information and Computing Sciences;Mathematical Sciences,Mathematics,18
Integrative & Complementary Medicine,,,18
,Engineering;Information and Computing Sciences,Materials science,18
Pharmacology & Pharmacy,,Psychology,18
,Engineering;Information and Computing Sciences;Technology,Engineering,18
"Geosciences, Multidisciplinary",Information and Computing Sciences,,18
Energy & Fuels,Information and Computing Sciences,Mathematics,18
Biotechnology & Applied Microbiology,Information and Computing Sciences,Medicine,18
Public Administration,,Political science,18
Orthopedics,Medical and Health Sciences,,18
Biodiversity Conservation,,,18
Social Work,,Psychology,18
"Computer Science, Artificial Intelligence",Information and Computing Sciences;Physical Sciences,Computer science,18
Biochemical Research Methods,Information and Computing Sciences,Engineering,18
"Engineering, Ocean",Engineering,,18
,Economics;Information and Computing Sciences,Computer science,18
,Engineering;Technology,Engineering,18
Otorhinolaryngology,Medical and Health Sciences,,18
Geography,,Computer science,18
Spectroscopy,Mathematical Sciences,Chemistry,18
"Social Sciences, Interdisciplinary",,Art,18
"Computer Science, Theory & Methods",,Physics,18
"Computer Science, Theory & Methods",Engineering;Information and Computing Sciences,Engineering,18
Linguistics,,Political science,18
Sociology,,Economics,18
Linguistics,,Engineering,18
Pediatrics,,Psychology,18
,Physical Sciences,Biology,18
Multidisciplinary Sciences,,Geography,18
"Engineering, Biomedical",Information and Computing Sciences,Biology,18
Environmental Sciences,,Biology,18
Ethnic Studies,,Sociology,18
Water Resources,,Geology,18
Metallurgy & Metallurgical Engineering,Information and Computing Sciences,Mathematics,18
"Computer Science, Interdisciplinary Applications",Engineering,Medicine,18
Economics,Economics,Medicine,18
Energy & Fuels,Mathematical Sciences,Engineering,18
Urology & Nephrology,Medical and Health Sciences,Medicine,18
Agronomy,Engineering,Economics,18
Oncology,Medical and Health Sciences,Biology,18
"Medicine, Research & Experimental",Information and Computing Sciences,Computer science,18
"Computer Science, Hardware & Architecture",Engineering;Information and Computing Sciences,Engineering,18
Urban Studies,,,18
"Computer Science, Artificial Intelligence",Information and Computing Sciences,Political science,18
,Engineering;Information and Computing Sciences;Mathematical Sciences,Engineering,18
"Psychology, Clinical",Medical and Health Sciences,,18
"Engineering, Civil",Engineering,Economics,18
Religion,,Psychology,18
Health Policy & Services,,Psychology,18
Neuroimaging,Information and Computing Sciences,Medicine,18
Biochemical Research Methods,Physical Sciences,Medicine,18
Transportation,Engineering,Engineering,18
Clinical Neurology,,Biology,18
Geography,Information and Computing Sciences,,18
Mathematical & Computational Biology,Engineering;Mathematical Sciences,Biology,18
Nanoscience & Nanotechnology,,Engineering,17
,Engineering;Information and Computing Sciences;Medical and Health Sciences,Computer science,17
"Materials Science, Characterization & Testing",,Materials science,17
Information Science & Library Science,Information and Computing Sciences,,17
"Computer Science, Hardware & Architecture",Information and Computing Sciences,Geography,17
Acoustics,,Engineering,17
Biochemistry & Molecular Biology,Biological Sciences,Computer science,17
"Engineering, Marine",,Computer science,17
"Physics, Multidisciplinary",,Engineering,17
Automation & Control Systems,,Physics,17
"Chemistry, Multidisciplinary",Engineering,Materials science,17
Mathematical & Computational Biology,Information and Computing Sciences,,17
"Engineering, Manufacturing",Mathematical Sciences,Materials science,17
,Medical and Health Sciences,Materials science,17
"Engineering, Electrical & Electronic",Information and Computing Sciences,Geology,17
Anatomy & Morphology,,Psychology,17
Microbiology,Biological Sciences,Biology,17
,Engineering;Information and Computing Sciences,Environmental science,17
"Chemistry, Multidisciplinary",Mathematical Sciences,,17
Pathology,Medical and Health Sciences,Medicine,17
"Engineering, Mechanical",,Materials science,17
"Psychology, Clinical",,Computer science,17
"Geography, Physical",Engineering;Information and Computing Sciences,Computer science,17
Mechanics,Information and Computing Sciences,Mathematics,17
Multidisciplinary Sciences,Information and Computing Sciences,Psychology,17
Education & Educational Research,Mathematical Sciences,Psychology,17
Genetics & Heredity,Medical and Health Sciences,Biology,17
Biochemistry & Molecular Biology,Biological Sciences,Chemistry,17
"Computer Science, Information Systems",Engineering;Information and Computing Sciences;Technology,Mathematics,17
Multidisciplinary Sciences,Mathematical Sciences,Physics,17
Automation & Control Systems,Economics,Engineering,17
"Engineering, Biomedical",Information and Computing Sciences;Physical Sciences,Computer science,17
Physiology,,Medicine,17
Biochemical Research Methods,Medical and Health Sciences,Medicine,17
"Engineering, Multidisciplinary",Engineering,Physics,17
Physiology,Medical and Health Sciences,Medicine,17
"Engineering, Environmental",Engineering,Geology,17
Transportation,,Economics,17
"Computer Science, Hardware & Architecture",Information and Computing Sciences;Mathematical Sciences,Computer science,17
"Literature, German, Dutch, Scandinavian",,,17
,Biological Sciences;Engineering,,17
Optics,Mathematical Sciences,,17
Imaging Science & Photographic Technology,,Chemistry,17
"Chemistry, Medicinal",Biological Sciences,Chemistry,17
"Geography, Physical",Engineering,Engineering,17
Family Studies,,Psychology,17
"Engineering, Civil",,Geology,17
Environmental Sciences,,Environmental science,17
"Computer Science, Information Systems",Information and Computing Sciences,Business,17
Nanoscience & Nanotechnology,,Physics,17
"Chemistry, Multidisciplinary",,Computer science,17
Telecommunications,,Engineering,16
Entomology,,,16
"Engineering, Biomedical",Engineering;Medical and Health Sciences,,16
Automation & Control Systems,Information and Computing Sciences,Medicine,16
"Engineering, Electrical & Electronic",,Environmental science,16
Logic,,Computer science,16
"Computer Science, Artificial Intelligence",Biological Sciences,,16
Surgery,Information and Computing Sciences,,16
Cardiac & Cardiovascular Systems,Information and Computing Sciences,Computer science,16
"Chemistry, Physical",,Materials science,16
Biotechnology & Applied Microbiology,,Chemistry,16
"Computer Science, Artificial Intelligence",Physical Sciences,Mathematics,16
International Relations,,Economics,16
Transportation Science & Technology,Information and Computing Sciences,,16
"Computer Science, Interdisciplinary Applications",Biological Sciences,,16
"Engineering, Electrical & Electronic",Information and Computing Sciences;Mathematical Sciences,Mathematics,16
Robotics,Information and Computing Sciences;Mathematical Sciences,Computer science,16
Allergy,,,16
Anthropology,,Biology,16
Health Care Sciences & Services,,Psychology,16
Surgery,Information and Computing Sciences,Engineering,16
Psychology,Information and Computing Sciences,Psychology,16
Information Science & Library Science,,Psychology,16
Metallurgy & Metallurgical Engineering,Information and Computing Sciences,Computer science,16
"Physics, Applied",Information and Computing Sciences,Engineering,16
"Computer Science, Software Engineering",,Engineering,16
Soil Science,,Geology,16
"Computer Science, Interdisciplinary Applications",Information and Computing Sciences;Medical and Health Sciences,Computer science,16
Operations Research & Management Science,Information and Computing Sciences;Mathematical Sciences,Mathematics,16
"Computer Science, Artificial Intelligence",Information and Computing Sciences;Technology,Engineering,16
"Psychology, Applied",,Computer science,16
Instruments & Instrumentation,Information and Computing Sciences,Physics,16
Biochemical Research Methods,Engineering,Medicine,16
"Psychology, Experimental",Information and Computing Sciences,Computer science,16
Economics,Mathematical Sciences,Engineering,16
Environmental Sciences,Information and Computing Sciences,,16
Orthopedics,Information and Computing Sciences,Medicine,16
"Engineering, Biomedical",Engineering;Information and Computing Sciences,Medicine,16
Ergonomics,Information and Computing Sciences,Engineering,16
"Chemistry, Medicinal",,Biology,16
"Computer Science, Artificial Intelligence",Information and Computing Sciences,Philosophy,16
Microscopy,Engineering;Physical Sciences,Materials science,16
Biochemical Research Methods,Physical Sciences;Technology,,16
"Computer Science, Theory & Methods",Information and Computing Sciences,Business,16
Economics,,Engineering,16
Pediatrics,Medical and Health Sciences,,16
Education & Educational Research,,Art,16
"Psychology, Mathematical",Information and Computing Sciences,Psychology,16
"Geosciences, Multidisciplinary",Mathematical Sciences,Computer science,16
,Medical and Health Sciences;Physical Sciences,Medicine,16
"Engineering, Biomedical",Mathematical Sciences,,16
"Engineering, Mechanical",Engineering;Information and Computing Sciences,Engineering,16
"Computer Science, Hardware & Architecture",Economics,Computer science,16
Automation & Control Systems,Information and Computing Sciences;Medical and Health Sciences,Computer science,16
Law,,Philosophy,16
Geochemistry & Geophysics,Earth Sciences,Mathematics,16
"Engineering, Marine",Engineering;Technology,Engineering,16
"Computer Science, Theory & Methods",Medical and Health Sciences,Medicine,16
