wos_subject,ds_subject,mag_subject,count
Construction & Building Technology,Information and Computing Sciences,Materials science,6
"Materials Science, Multidisciplinary",Information and Computing Sciences,Mathematics,6
Medical Informatics,,Computer science,6
History & Philosophy Of Science,,Sociology,6
Education & Educational Research,,Economics,6
Health Policy & Services,,Psychology,6
,Biological Sciences,Psychology,6
"Engineering, Electrical & Electronic",Engineering,Geography,6
Anatomy & Morphology,Biological Sciences,Biology,6
Automation & Control Systems,Medical and Health Sciences,Mathematics,6
Anatomy & Morphology,Engineering,Biology,6
Transportation,,Economics,6
Plant Sciences,Biological Sciences,Chemistry,6
"Physics, Mathematical",Mathematical Sciences,Mathematics,6
"Engineering, Biomedical",Engineering;Technology,Computer science,6
Biochemistry & Molecular Biology,Biological Sciences,Mathematics,6
"Materials Science, Multidisciplinary",Physical Sciences,Chemistry,6
Behavioral Sciences,Medical and Health Sciences,Medicine,6
Law,,Psychology,6
Energy & Fuels,Mathematical Sciences,Mathematics,6
Multidisciplinary Sciences,Biological Sciences;Physical Sciences,Geography,6
Medical Laboratory Technology,,Biology,6
Toxicology,Medical and Health Sciences,Chemistry,6
"Computer Science, Interdisciplinary Applications",Medical and Health Sciences,Computer science,6
Environmental Sciences,Earth Sciences;Engineering;Mathematical Sciences,Chemistry,6
Urban Studies,,Economics,6
GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,Engineering,Economics,6
"Engineering, Environmental",Mathematical Sciences,Environmental science,6
Mineralogy,Engineering,Geology,6
Endocrinology & Metabolism,,Chemistry,6
"Chemistry, Medicinal",Information and Computing Sciences,Mathematics,6
"Chemistry, Applied",,,6
"Social Sciences, Mathematical Methods",,Mathematics,6
Agricultural Engineering,,Geography,6
"Computer Science, Interdisciplinary Applications",Engineering;Mathematical Sciences,Mathematics,6
"Materials Science, Paper & Wood",,Materials science,6
"Physics, Multidisciplinary",Mathematical Sciences,,6
"Computer Science, Artificial Intelligence",Economics,Economics,6
Transplantation,,Medicine,6
Anthropology,,,6
Management,,Sociology,6
Optics,Engineering,Materials science,6
Mathematics,Mathematical Sciences,Computer science,6
Astronomy & Astrophysics,Information and Computing Sciences,Computer science,6
Environmental Sciences,,Computer science,6
,Biological Sciences;Mathematical Sciences,Mathematics,6
"Social Sciences, Interdisciplinary",Information and Computing Sciences,,6
"Computer Science, Interdisciplinary Applications",,Biology,6
"Computer Science, Artificial Intelligence",Economics;Mathematical Sciences,Computer science,6
Ophthalmology,Medical and Health Sciences,Medicine,6
"Engineering, Biomedical",Engineering,Psychology,6
Economics,,Medicine,6
Environmental Studies,,Computer science,6
"Engineering, Electrical & Electronic",Mathematical Sciences;Technology,Computer science,6
Agronomy,Biological Sciences,,6
Information Science & Library Science,Information and Computing Sciences,Sociology,6
Mycology,Biological Sciences,Biology,6
"Engineering, Manufacturing",Engineering,Mathematics,6
"Engineering, Environmental",Engineering,Environmental science,6
"Geography, Physical",Information and Computing Sciences,Engineering,6
Rheumatology,,Biology,6
Biotechnology & Applied Microbiology,Engineering,Chemistry,6
Mechanics,,Materials science,6
Nanoscience & Nanotechnology,Engineering;Technology,Chemistry,6
Cardiac & Cardiovascular Systems,Information and Computing Sciences,Medicine,6
Statistics & Probability,Information and Computing Sciences;Mathematical Sciences,Mathematics,6
Toxicology,Medical and Health Sciences,Biology,6
"Computer Science, Information Systems",Physical Sciences,Computer science,6
"Computer Science, Information Systems",Engineering;Information and Computing Sciences;Technology,Mathematics,6
"Chemistry, Medicinal",Information and Computing Sciences,Biology,6
Microscopy,Biological Sciences;Engineering;Physical Sciences,Computer science,6
Cardiac & Cardiovascular Systems,Engineering,Medicine,6
Environmental Sciences,Engineering,Engineering,6
Genetics & Heredity,Mathematical Sciences,Biology,6
"Computer Science, Artificial Intelligence",Technology,Engineering,6
Meteorology & Atmospheric Sciences,,Geography,6
"Engineering, Ocean",,,6
Water Resources,Earth Sciences,Geology,6
Multidisciplinary Sciences,Biological Sciences,Environmental science,6
Literature,,,6
"Engineering, Aerospace",,Geography,6
International Relations,,Economics,6
Neurosciences,Medical and Health Sciences,Physics,6
"Engineering, Mechanical",Engineering,Chemistry,6
,Physical Sciences;Technology,,6
Energy & Fuels,,Materials science,6
"Psychology, Mathematical",Information and Computing Sciences,Computer science,6
"Computer Science, Theory & Methods",Mathematical Sciences,,6
Construction & Building Technology,,Economics,6
"Computer Science, Artificial Intelligence",Mathematical Sciences;Technology,Computer science,6
Medical Informatics,Information and Computing Sciences,,6
Oceanography,,Geography,6
"Computer Science, Artificial Intelligence",Information and Computing Sciences;Technology,Engineering,6
"Engineering, Chemical",Engineering;Mathematical Sciences,Mathematics,6
Automation & Control Systems,Economics,Engineering,6
Ethics,,Psychology,6
"Engineering, Industrial",Engineering,Computer science,6
"Materials Science, Multidisciplinary",Information and Computing Sciences,Physics,6
"Mathematics, Applied",Mathematical Sciences;Physical Sciences,Computer science,6
Ophthalmology,Biological Sciences,Biology,6
Biochemical Research Methods,Physical Sciences;Technology,Chemistry,6
Religion,,Sociology,6
Biotechnology & Applied Microbiology,Biological Sciences,Chemistry,6
Forestry,Engineering;Information and Computing Sciences,Biology,6
"Public, Environmental & Occupational Health",Mathematical Sciences,Engineering,6
Energy & Fuels,Economics,Economics,6
Multidisciplinary Sciences,Biological Sciences,Materials science,6
Geriatrics & Gerontology,Medical and Health Sciences,,6
"Radiology, Nuclear Medicine & Medical Imaging",,Chemistry,6
"Materials Science, Characterization & Testing",,Engineering,6
,Economics,Geography,6
"Physics, Mathematical",,Physics,6
"Engineering, Electrical & Electronic",Earth Sciences,Computer science,6
Evolutionary Biology,,Biology,6
"Computer Science, Theory & Methods",Engineering,Materials science,6
"Computer Science, Hardware & Architecture",Economics,Computer science,6
"Computer Science, Interdisciplinary Applications",,Geology,6
"Computer Science, Hardware & Architecture",,Mathematics,6
Automation & Control Systems,Information and Computing Sciences;Technology,Engineering,6
,Engineering;Physical Sciences,Chemistry,6
Green & Sustainable Science & Technology,,Chemistry,6
"Chemistry, Physical",,Engineering,6
"Public, Environmental & Occupational Health",,Geography,6
Reproductive Biology,Biological Sciences,Biology,6
"Computer Science, Information Systems",Biological Sciences;Information and Computing Sciences,Computer science,6
"Engineering, Multidisciplinary",Engineering;Information and Computing Sciences,,6
Automation & Control Systems,Physical Sciences,Computer science,6
Transportation Science & Technology,Information and Computing Sciences,Computer science,6
Quantum Science & Technology,Physical Sciences,Physics,6
"Engineering, Civil",Earth Sciences,Geology,6
Behavioral Sciences,Biological Sciences,Biology,6
Cardiac & Cardiovascular Systems,,Mathematics,6
Geochemistry & Geophysics,Information and Computing Sciences,,6
"Materials Science, Multidisciplinary",Information and Computing Sciences,,6
Literary Theory & Criticism,,,6
Economics,,Business,6
"Computer Science, Cybernetics",Information and Computing Sciences;Physical Sciences,Mathematics,6
Agricultural Engineering,,Biology,6
Geography,Engineering,Geography,6
Operations Research & Management Science,Information and Computing Sciences,,6
Music,,,6
"Computer Science, Theory & Methods",Information and Computing Sciences,Geography,6
"Computer Science, Software Engineering",Engineering,Computer science,6
Agronomy,Information and Computing Sciences,Biology,6
Agronomy,,Engineering,5
"Computer Science, Theory & Methods",Physical Sciences,Computer science,5
Nanoscience & Nanotechnology,,Computer science,5
"Computer Science, Artificial Intelligence",Information and Computing Sciences,Environmental science,5
"Geography, Physical",,Engineering,5
Economics,,Mathematics,5
,,Biology; Computer science,5
Entomology,Biological Sciences,,5
"Computer Science, Artificial Intelligence",Economics,,5
,Biological Sciences;Information and Computing Sciences;Mathematical Sciences,Computer science,5
"Computer Science, Information Systems",Technology,,5
"Engineering, Multidisciplinary",Technology,,5
Architecture,,Geography,5
,Engineering;Information and Computing Sciences;Physical Sciences,Computer science,5
Biochemical Research Methods,Engineering,,5
Education & Educational Research,Information and Computing Sciences,Engineering,5
"Engineering, Multidisciplinary",Physical Sciences,,5
"Geosciences, Multidisciplinary",,Engineering,5
Archaeology,,Geology,5
,Biological Sciences;Physical Sciences,Biology,5
"Mathematics, Applied",,Geography,5
"Engineering, Multidisciplinary",Engineering;Mathematical Sciences,,5
Transportation Science & Technology,,Computer science,5
Remote Sensing,Information and Computing Sciences,,5
"Education, Scientific Disciplines",Information and Computing Sciences,Sociology,5
Agricultural Engineering,,Computer science,5
"Computer Science, Hardware & Architecture",,Engineering,5
Energy & Fuels,Mathematical Sciences,Chemistry,5
"Chemistry, Physical",Physical Sciences,Materials science,5
Thermodynamics,Engineering,Computer science,5
"Computer Science, Hardware & Architecture",Physical Sciences,Computer science,5
"Computer Science, Hardware & Architecture",,Physics,5
"Computer Science, Interdisciplinary Applications",Engineering;Information and Computing Sciences,,5
,Engineering;Medical and Health Sciences,Computer science,5
Acoustics,Engineering;Technology,Computer science,5
"Engineering, Environmental",Mathematical Sciences,Chemistry,5
"Psychology, Social",,,5
"Engineering, Ocean",Earth Sciences;Engineering,Physics,5
Criminology & Penology,,Sociology,5
"Geosciences, Multidisciplinary",Engineering;Information and Computing Sciences,Computer science,5
"Chemistry, Multidisciplinary",Physical Sciences,,5
"Radiology, Nuclear Medicine & Medical Imaging",Information and Computing Sciences,Physics,5
Microscopy,Engineering,Chemistry,5
Instruments & Instrumentation,,Chemistry,5
"Engineering, Industrial",Information and Computing Sciences,Mathematics,5
"Computer Science, Hardware & Architecture",Engineering,Mathematics,5
"Engineering, Electrical & Electronic",Medical and Health Sciences,Physics,5
Law,,Economics,5
Information Science & Library Science,,Medicine,5
"Public, Environmental & Occupational Health",Medical and Health Sciences,Medicine,5
Ornithology,Biological Sciences,Biology,5
"Materials Science, Ceramics",,Materials science,5
Neurosciences,Medical and Health Sciences,Mathematics,5
Multidisciplinary Sciences,Physical Sciences,Chemistry,5
"Geosciences, Multidisciplinary",Earth Sciences;Engineering,Geology,5
Acoustics,Engineering,Chemistry,5
Forestry,Biological Sciences;Engineering,Materials science,5
"Chemistry, Physical",Biological Sciences,Chemistry,5
"Engineering, Aerospace",Mathematical Sciences,Computer science,5
Pharmacology & Pharmacy,Medical and Health Sciences,Psychology,5
Urology & Nephrology,Medical and Health Sciences,Medicine,5
"Chemistry, Physical",Engineering;Physical Sciences,Materials science,5
Health Care Sciences & Services,Mathematical Sciences,Medicine,5
"Medicine, Legal",,Chemistry,5
Oceanography,Earth Sciences,Geology,5
Limnology,,,5
"Social Sciences, Interdisciplinary",,Engineering,5
"Physics, Fluids & Plasmas",,Chemistry,5
"Engineering, Environmental",Engineering,Mathematics,5
"Engineering, Electrical & Electronic",Engineering;Physical Sciences,Chemistry,5
Cell & Tissue Engineering,,Physics,5
Polymer Science,Engineering,,5
,Mathematical Sciences;Physical Sciences,,5
Philosophy,,Psychology,5
Construction & Building Technology,,Mathematics,5
Imaging Science & Photographic Technology,Information and Computing Sciences,,5
"Computer Science, Artificial Intelligence",Engineering;Mathematical Sciences,Computer science,5
"Computer Science, Hardware & Architecture",Mathematical Sciences,,5
"Geosciences, Multidisciplinary",,Environmental science,5
,Economics;Information and Computing Sciences,,5
"Computer Science, Artificial Intelligence",Information and Computing Sciences,Medicine,5
"Geosciences, Multidisciplinary",Physical Sciences,Geology,5
